Date,BCOMHG,BCOMNI,BCOMCL
2025-01-16,4.441,15910.0,78.68
2025-01-17,4.3685,16038.0,77.88
2025-01-21,4.341,16038.0,75.89
2025-01-22,4.301,15737.0,75.44
2025-01-23,4.3055,15623.0,74.62
2025-01-24,4.2965,15555.0,74.66
2025-01-27,4.208,15552.0,73.17
2025-01-28,4.2245,15575.0,73.77
2025-01-29,4.2605,15413.0,72.62
2025-01-30,4.3075,15369.0,72.73
2025-01-31,4.279,15188.0,72.53
2025-02-03,4.3055,15077.0,73.16
2025-02-04,4.3535,15293.0,72.7
2025-02-05,4.444,15554.0,71.03
2025-02-06,4.461,15818.0,70.61
2025-02-07,4.589,15740.0,71.0
2025-02-10,4.707,15530.0,72.01
2025-02-11,4.601,15459.88,73.08
2025-02-11,4.601,15280.0,73.08
2025-02-12,4.7045,15427.38,71.24
2025-02-13,4.778,15383.88,71.14
2025-02-14,4.6645,15487.63,70.71
2025-02-18,4.6425,15355.63,71.85
2025-02-19,4.614,15420.13,72.25
2025-02-20,4.666,15622.63,72.57
2025-02-21,4.6155,15493.63,70.4
2025-02-24,4.5635,15413.38,70.7
2025-02-25,4.5035,15336.63,68.93
2025-02-26,4.5615,15565.63,68.62
2025-02-27,4.6185,15792.75,70.35
2025-02-28,4.548,15461.88,69.76
2025-03-03,4.607,15914.13,68.37
2025-03-04,4.5565,15945.63,68.26
2025-03-05,4.794,15848.38,66.31
2025-03-06,4.8075,16244.88,66.36
2025-03-07,4.71,16401.38,67.04
2025-03-10,4.6665,16428.5,65.68
2025-03-11,4.766,16484.13,65.93
2025-03-12,4.8495,16632.75,67.38
2025-03-13,4.9255,16438.88,66.27
2025-03-14,4.896,16520.13,66.91
2025-03-17,4.959,16375.38,67.37
2025-03-18,5.0165,16236.75,66.9
2025-03-19,5.1,16371.0,67.16
2025-03-20,5.112,16273.75,68.26
2025-03-21,5.1135,16108.0,68.28
2025-03-24,5.0925,16000.38,69.11
2025-03-25,5.185,16230.0,69.0
2025-03-26,5.2185,16230.75,69.65
2025-03-27,5.0985,16214.38,69.92
2025-03-28,5.13,16395.0,69.36
2025-03-31,5.034,15885.5,71.48
2025-04-01,5.035,16059.25,71.2
2025-04-02,5.0405,15937.75,71.71
2025-04-03,4.8285,15721.5,66.95
2025-04-04,4.402,14676.25,61.99
2025-04-07,4.3067,14452.63,60.7
